0.125778,2,-0.000145,-0.000584,0.011307,-0.003724,-0.000396,0.015832,-0.008011,0.003660,0.000021,-0.009076,-0.001211,0.005672,-0.005358,-0.000376,-0.005636,-0.001144,0.000014,-0.021511,-0.000001,0.000117,0.035924,-0.005636,1000000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.146182,2,-0.000218,-0.000595,0.011626,-0.003557,-0.000601,0.016014,-0.008017,0.003686,0.000026,-0.009076,-0.001211,0.005672,-0.005315,-0.000370,-0.006269,-0.001232,0.000162,-0.022415,-0.000017,0.000126,0.035924,-0.006269,1000000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.165672,2,-0.000289,-0.000607,0.011951,-0.003509,-0.000565,0.016375,-0.008008,0.003717,0.000034,-0.009076,-0.001211,0.005672,-0.005272,-0.000363,-0.006617,-0.001238,0.000142,-0.023215,-0.000015,0.000127,0.035924,-0.006617,1000000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.186508,2,-0.000358,-0.000617,0.012281,-0.003390,-0.000522,0.016702,-0.007994,0.003722,0.000036,-0.009076,-0.001211,0.005672,-0.005231,-0.000356,-0.006932,-0.001294,0.000116,-0.023951,-0.000012,0.000132,0.035924,-0.006932,1000000000.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.205999,2,-0.000423,-0.000629,0.012618,-0.003095,-0.000698,0.016842,-0.007976,0.003750,0.000042,-0.009076,-0.001211,0.005672,-0.005192,-0.000349,-0.007304,-0.001474,0.000245,-0.024558,-0.000025,0.000151,0.035924,-0.007304,-0.008159,-0.003259,0.035893,0.000482,-0.000485,0.000172
0.226468,2,-0.000483,-0.000644,0.012953,-0.002878,-0.000775,0.016828,-0.007962,0.003758,0.000024,-0.009076,-0.001211,0.005672,-0.005156,-0.000340,-0.007620,-0.001603,0.000306,-0.024958,-0.000031,0.000164,0.035924,-0.007620,-0.008149,-0.003258,0.035911,0.000653,-0.000659,0.000177
0.246002,2,0.000276,-0.000640,0.011110,-0.002430,-0.000546,0.014878,-0.008002,0.003769,0.000029,-0.009076,-0.001211,0.005672,-0.005611,-0.000342,-0.003563,-0.002238,0.000144,-0.019036,-0.000015,0.000229,0.035924,-0.003563,-0.008155,-0.003283,0.035930,-0.000075,-0.000306,0.000084
0.266490,2,0.000228,-0.000652,0.011408,-0.002344,-0.000631,0.014888,-0.007991,0.003781,0.000044,-0.009076,-0.001211,0.005672,-0.005582,-0.000335,-0.006044,-0.002282,0.000208,-0.021607,-0.000021,0.000233,0.035924,-0.006044,-0.008143,-0.003276,0.035915,0.000369,-0.001056,0.000679
0.286169,2,0.000182,-0.000665,0.011706,-0.002243,-0.000687,0.015045,-0.007955,0.003804,0.000047,-0.009076,-0.001211,0.005672,-0.005555,-0.000327,-0.006359,-0.002336,0.000253,-0.022164,-0.000026,0.000239,0.035924,-0.006359,-0.008116,-0.003288,0.035912,0.001226,-0.001288,0.000944
0.305805,2,0.000140,-0.000680,0.012010,-0.001959,-0.000832,0.015253,-0.007972,0.003829,0.000055,-0.009076,-0.001211,0.005672,-0.005529,-0.000318,-0.006672,-0.002520,0.000362,-0.022769,-0.000037,0.000258,0.035924,-0.006672,-0.008117,-0.003275,0.035902,0.000273,-0.000993,0.001246
